sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
MELPROT-5-025-211,whole rock,49.28,1.59,15.52,9.06,1.36,,,0.15,7.59,11.18,2.55,0.5,0.26,,,,12.76,3.753,,,,,,,,,,76,,48,257,,66,,,,,,15.6,126,0.707,8.61,38,,193.2,,,,,281,34,87,122,0.70291,0.513062,18.271,15.484,37.977,-44.815,35.847,-1840 to -1920,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-025,PROTEA,dredge,"basalt, basalt, aphyric",,"Le roex,1989(26); Mahoney,1992(29)",MS(223); MS-ID(225); XRF(212)
MELPROT-5-026-001,whole rock,51.3,1.71,15.31,8.83,1.32,,,0.13,5.05,11.22,2.92,0.51,0.22,,,,13.74,4.384,,,,,,,,,,59,,37,259,,44,,,,,,11.4,67,0.895,9.47,41,,134.3,,,,,305,41,93,128,0.70288,0.513059,18.275,15.53,38.063,-44.733,37.07,-2800 to -3050,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-026,PROTEA,dredge,"basalt, basalt, aphyric",,"Le roex,1989(26); Mahoney,1992(29)",MS(223); MS-ID(225); XRF(212)
MELPROT-5-028-009,glass,,,,,,,,,,,,,,,,,10.4,3.212,,,,,,,,,,,,,,,,,,,,,,,0.678,4.54,,,158,,,,,,,,,0.70399,0.512785,17.152,15.418,37.318,-43.377,39.852,-2400 to -2750,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-028,PROTEA,dredge,"basalt, basalt, aphyric",fresh,"Mahoney,1992(29)",MS(223); MS-ID(225)
MELPROT-5-028-009,whole rock,49.46,1.3,15.2,8.72,1.31,,,0.18,8.76,10.9,2.57,0.35,0.14,,,,,,,,,,,,,,,104,,53,332,,80,,,,,,9.2,220,,6,40,,202,,,,,254,33,99,111,,,,,,-43.377,39.852,-2400 to -2750,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-028,PROTEA,dredge,"basalt, basalt, aphyric",fresh,"Le roex,1989(26)",XRF(212)
MELPROT-5-028-026,whole rock,50.35,1.62,15.44,9.19,1.38,,,0.19,6.79,10.83,2.78,0.52,0.19,,,,11.97,3.752,,,,,,,,,,138,,50,153,,57,,,,,,8.5,84,0.828,6.87,40,,188,,,,,296,31,89,109,0.7041,0.512808,17.083,15.414,37.296,-43.377,39.852,-2400 to -2750,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-028,PROTEA,dredge,"basalt, basalt, sp phyric",,"Le roex,1989(26); Mahoney,1992(29)",MS(223); MS-ID(225); XRF(212)
MELPROT-5-037-001,glass,,,,,,,,,,,,,,,,,16.96,3.844,,,,,,,,,,,,,,,,,,,,,,,1.4,3.9,,,321.1,,,,,,,,,0.70383,0.512785,18.351,15.544,38.644,-40.13,45.76,-3000 to -3150,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-037,PROTEA,dredge,"basalt, basalt, plag-phyric",fresh,"Mahoney,1992(29)",MS(223); MS-ID(225)
MELPROT-5-037-001,whole rock,47.94,0.96,21.19,5.78,0.87,,,0.09,6.18,13.84,2.14,0.61,0.2,,,,,,,,,,,,,,,147,,35,267,,63,,,,,,20,102,,12.6,29,,307,,,,,156,16.9,48,82,,,,,,-40.13,45.76,-3000 to -3150,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-037,PROTEA,dredge,"basalt, basalt, plag-phyric",fresh,"Le roex,1989(26)",XRF(212)
MELPROT-5-037-002,glass,,,,,,,,,,,,,,,,,12.95,3.92,,,,,,,,,,,,,,,,,,,,,,,,6.63,,,162.1,,,,,,,,,0.70325,0.512992,18.04,15.469,38.16,-40.13,45.76,-3000 to -3150,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-037,PROTEA,dredge,"basalt, basalt, aphyric",fresh,"Mahoney,1989(28); Mahoney,1992(29)",MS(223); MS(566); MS-ID(225); MS-ID(562)
MELPROT-5-037-002,whole rock,50.47,1.56,15.24,8.59,1.29,,,0.14,7.98,10.69,2.85,0.39,0.21,,,,,,,,,,,,,,,72,,49,267,,74,,,,,,13.1,155,,8.4,38,,190,,,,,245,35,89,134,,,,,,-40.13,45.76,-3000 to -3150,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-037,PROTEA,dredge,"basalt, basalt, aphyric",fresh,"Le roex,1989(26)",XRF(212)
AII0107-6-033-001,glass,50.61,2.19,14.64,,,10.98,,,5.52,10.44,3.28,0.58,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.09,15.569,38.826,-54.648,0.068,-937 to -987,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AII0107-6-033,AII107,dredge,"basalt, basalt, ",fresh,"Kurz,1998(545); Melson,(1086)",EMP(3262); MS(865)
AII0107-6-033-001,whole rock,50.81,2.13,14.62,,,10.89,,0.19,5.79,10.45,3.42,0.61,0.31,,,,,,,,,,,,,,,123,,43,64,,75,,,,,,20,41,,10.9,39,,254,,,,,222,37,104,180,0.70326,,,,,-54.648,0.068,-937 to -987,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AII0107-6-033,AII107,dredge,"basalt, basalt, ",fresh,"Le roex,1982(27)",MS(220); XRF(218)
AII0107-6-034-015,glass,51.47,3.01,14.66,,,11.94,,0.19,4.43,9.51,4,1.04,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.635,0.127,-1060 to -1082,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AII0107-6-034,AII107,dredge,"basalt, basalt, ",fresh,"Le roex,1982(27); Melson,(1086)",EMP(219); EMP(3262)
AII0107-6-034-015,whole rock,51.3,2.65,14.44,,,11.66,,0.2,5.01,9.28,3.56,0.95,0.49,,,,,,,,,,,,,,,180,,40,40,,53,,,,,,32,30,,17.7,34,,304,,,,,242,44,121,260,0.70332,,,,,-54.635,0.127,-1060 to -1082,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AII0107-6-034,AII107,dredge,"basalt, basalt, ",fresh,"Le roex,1982(27)",MS(220); XRF(218)
AGU0022-001-001,glass,,,,,,,,,,,,,,,,,8.405,2.558,,,,,,,,,,,,,,,,,,,,,,,0.303,1.18,,,106.7,,,,,,,,,0.70248,0.513056,19.045,15.557,38.554,-52.293,-16.91,-3700 to -4000,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AGU0022-001,AG22,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",MS(223); MS-ID(225)
AGU0022-001-001,whole rock,49.32,1.43,15.7,,,9.42,,0.16,9.1,11.26,2.73,0.12,0.14,,,,,,,,,,,,,,,14,,51,394,,65,,,,,,2.3,188,,2,39,,129,,,,,240,32,72,98,,,,,,-52.293,-16.91,-3700 to -4000,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AGU0022-001,AG22,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",XRF(227)
AGU0022-009-002,glass,,,,,,,,,,,,,,,,,6.82,2.382,,,,,,,,,,,,,,,,,,,,,,,0.279,0.17,,,102.6,,,,,,,,,0.70256,0.513101,18.418,15.492,37.965,-53.158,-22.83,-3400 to -3800,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AGU0022-009,AG22,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",MS(223); MS-ID(225)
AGU0022-009-002,whole rock,49.86,1.19,15.85,,,8.57,,0.15,10.02,11.15,2.66,0.06,0.11,,,,,,,,,,,,,,,,,52,551,,63,,,,,,,243,,,36,,123,,,,,206,27,65,81,,,,,,-53.158,-22.83,-3400 to -3800,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AGU0022-009,AG22,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",XRF(227)
AGU0053-001-032,glass,,,,,,,,,,,,,,,,,5.696,1.955,,,,,,,,,,,,,,,,,,,,,,,0.253,0.44,,,113.3,,,,,,,,,0.70259,0.513119,18.078,15.454,37.59,-47.17,32.67,-3100 to -3400,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AGU0053-001,AG53,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",MS(223); MS-ID(225)
AGU0053-001-032,whole rock,49.1,1.2,16.3,,,9.52,,0.17,7.98,11.97,2.87,0.25,0.11,,,,,,,,,,,,,,,4,,53,327,,85,,,,,,0.8,100,,4,42,,147,,,,,227,30,72,86,,,,,,-47.17,32.67,-3100 to -3400,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AGU0053-001,AG53,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",XRF(227)
AGU0053-003-003,glass,,,,,,,,,,,,,,,,,10.11,3.334,,,,,,,,,,,,,,,,,,,,,,,0.423,2.61,,,135.4,,,,,,,,,0.70276,0.513089,18.223,15.469,37.781,-46.03,34.07,-3000 to -3500,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AGU0053-003,AG53,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",MS(223); MS-ID(225)
AGU0053-003-003,whole rock,49.94,1.59,15.08,,,11.28,,0.19,8.23,10.95,2.82,0.39,0.18,,,,,,,,,,,,,,,29,,54,260,,92,,,,,,5.1,142,,3,39,,160,,,,,300,39,93,120,,,,,,-46.03,34.07,-3000 to -3500,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,AGU0053-003,AG53,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",XRF(227)
MELPROT-5-009-001,glass,,,,,,,,,,,,,,,,,15.77,4.824,,,,,,,,,,,,,,,,,,,,,,,0.626,1.28,,,171.7,,,,,,,,,0.70255,0.513046,18.339,15.478,37.987,-52.58,26.335,-2980 to -3100,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-009,PROTEA,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",MS(223); MS-ID(225)
MELPROT-5-009-001,whole rock,50.97,2.03,15.68,,,9.58,,0.18,6.52,9.7,4.11,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.58,26.335,-2980 to -3100,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-009,PROTEA,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",EMP(226)
MELPROT-5-025-217,whole rock,49.6,1.42,14.77,,,11.78,,0.17,7.63,11.21,2.39,0.17,0.14,,,,8.437,3.148,,,,,,,,,,16,,55,195,,84,,,,,,5.3,124,0.359,3.37,43,,93.44,,,,,322,31,98,76,0.70268,0.513151,18.052,15.473,37.694,-44.815,35.847,-1840 to -1920,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-025,PROTEA,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",MS(223); MS-ID(225); XRF(227)
MELPROT-5-025-240,whole rock,50.33,2.18,14.37,,,12.36,,0.21,6.01,10.23,3.48,0.36,,,,,7.277,2.666,,,,,,,,,,,,,,,,,,,,,,,0.392,2.56,,,93.99,,,,,,,,,0.70321,0.513064,18.133,15.476,38.061,-44.815,35.847,-1840 to -1920,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-025,PROTEA,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",EMP(226); MS(223); MS(224); MS-ID(225)
MELPROT-5-041-073,glass,49.79,1.25,15.65,,,9.81,,0.18,7.46,11.73,2.93,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.66,46.63,-1650 to -1925,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-041,PROTEA,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",EMP(226)
MELPROT-5-041-073,whole rock,,,,,,,,,,,,,,,,,8.49,2.962,,,,,,,,,,,,,,,,,,,,,,,0.469,3.15,,,108.1,,,,,,,,,0.70333,0.513033,17.923,15.486,38.067,-38.66,46.63,-1650 to -1925,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-041,PROTEA,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",MS(223); MS(224); MS-ID(225)
MELPROT-5-042-001,glass,50.35,1.18,16.29,,,9.88,,0.19,7.71,11.51,2.67,0.13,,,,,16.75,5.034,,,,,,,,,,,,,,,,,,,,,,,0.784,8.31,,,161.3,,,,,,,,,0.70281,0.513099,18.222,15.49,37.943,-38.42,36.72,-1615 to -2100,SPREADING_CENTER;SOUTHWEST INDIAN RIDGE,MELPROT-5-042,PROTEA,dredge,"basalt, basalt, ",fresh,"Mahoney,1992(29)",EMP(226); MS(223); MS-ID(225)
VEM0033-1-003-004,glass,48.73,1.61,15.43,8.44,10.27,9.56,,0.17,8.03,11.69,2.9,0.13,0.18,4.62,15.37,,12.2,3.8,1.42,4.53,,4.79,,3.01,,2.8,0.419,6,,,311,,76,,,,,,,100,,0.59,39.3,,178,,,,,273,32.9,,138,0.70257,0.513074,18.998,15.613,38.468,-50.417,135.09,-2910,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-003,VM33,dredge,"basalt, basalt, 10% pc; <5% vesicles; <3mm plag laths; <2mm ol(ref-149);glassy(ref-218);",fresh,"Klein,1988(218); Klein,1991(149); Wallace,1992(264)",DCP(673); DCP(674); EMP(1788); MS(244); MS-ID(245); SP-PH(1789)
VEM0033-1-003-004,whole rock,48.97,1.54,15.95,,10.02,,,0.17,8.4,11.75,2.88,0.21,0.17,,,,,,,,,,,,,,,6.23,,,292,,73.7,,,,,,,123,,,37.7,,181,,,,,251,30.7,,129,,,,,,-50.417,135.09,-2910,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-003,VM33,dredge,"basalt, basalt, 10% pc; <5% vesicles; <3mm plag laths; <2mm ol(ref-149);glassy(ref-218);",fresh,"Klein,1991(149)",DCP(673)
VEM0033-1-002-019,glass,49.82,1.95,13.83,,12.6,,,0.21,7.01,11.13,2.84,0.09,0.18,4.27,15.51,,13.15,4.55,1.66,6.23,,7.15,,4.47,,4.34,0.65,5.3,,,146,,68,,,,,,,57,,0.5,42.5,,115,,,,,354,41.5,,138,0.70261,0.513058,18.911,15.514,38.319,-50.267,132.55,-3215,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-002,VM33,dredge,"basalt, basalt, <1% pc; small plag laths and skeletal ol(ref-149);glassy(ref-218);",fresh,"Klein,1988(218); Klein,1991(149)",DCP(673); DCP(674); MS(244); MS-ID(245)
VEM0033-1-002-019,whole rock,50.08,1.95,13.74,,12.47,,,0.205,6.97,11.23,2.84,0.147,0.187,,,,,,,,,,,,,,,4.78,,,149,,68.5,,,,,,,60.9,,,42.4,,115,,,,,375,42,,139,,,,,,-50.267,132.55,-3215,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-002,VM33,dredge,"basalt, basalt, <1% pc; small plag laths and skeletal ol(ref-149);glassy(ref-218);",fresh,"Klein,1991(149)",DCP(673)
VEM0033-2-008-008,glass,50.98,1.25,16.14,7.06,8.39,7.72,8.39,0.15,7.94,10.97,3.26,0.36,0.17,6.91,16.98,,10.76,3.14,1.21,3.95,,4.49,,2.75,,2.46,0.389,68.2,,,300,,86,,,,,,,116,,6.1,32.2,,177,,,,,218,26.2,,103,0.70314,0.512972,18.225,15.465,38.211,-49.467,121.033,-3532,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-008,VM33,dredge,"basalt, basalt, 5% pc; <5% vesicles; <2mm often zoned, embayed plaglaths; small ol with inclusions(ref-149);glassy(ref-218);",fresh,"Christie,1986(261); Klein,1988(218); Klein,1991(149); Melson,(1086)",DCP(1786); DCP(673); DCP(674); EMP(3262); MS(244); MS-ID(245); SP-PH(1787)
VEM0033-2-011-006,glass,48.81,1.04,17.08,7.5,8.96,8.28,,0.15,9.22,11.28,3.02,0.08,0.11,2.6,8.64,,7.49,2.54,1.04,3.38,,3.85,,2.48,,2.23,0.346,10.9,,,337,,72,,,,,,,166,,0.75,30.1,,145,,,,,198,25,,82,0.70284,0.513041,17.944,15.409,37.743,-49.858,118,-3733,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-011,VM33,dredge,"basalt, basalt, 3% pc; <10% vesicles; <2mm resorbed, zoned plag laths, euhedral ol(ref-149);glassy(ref-218);",fresh,"Klein,1988(218); Klein,1991(149); Wallace,1992(264)",DCP(673); DCP(674); EMP(1788); MS(244); MS-ID(245); SP-PH(1789)
VEM0033-2-011-006,whole rock,48.77,1.04,17.15,,8.89,,,0.147,9.35,11.44,3.01,0.098,0.099,,,,,,,,,,,,,,,12.5,,,358,,75.1,,,,,,,183,,,31.1,,153,,,,,210,23.9,,75.7,,,,,,-49.858,118,-3733,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-011,VM33,dredge,"basalt, basalt, 3% pc; <10% vesicles; <2mm resorbed, zoned plag laths, euhedral ol(ref-149);glassy(ref-218);",fresh,"Klein,1991(149)",DCP(673)
AII0093-6-010-003,glass,52.17,1.35,14.91,,,9.09,,0.18,8.17,11.24,2.73,0.09,,,,,,,,,,,,,,,,8.49,,,,0.01,,,,649,,,,,,0.701,,,98.8,,,,,,,,,0.70304,0.51307,17.307,15.531,37.214,-24.98,70.012,-3512,SPREADING_CENTER;CENTRAL INDIAN RIDGE,AII0093-6-010,AII093,dredge,"basalt, basalt, ",fresh,"Price,1986(31)",EMP(251); MS(259); MS-ID(258)
AII0093-6-010-003,whole rock,50.93,1.34,14.96,7.29,2.21,,,0.18,8.43,11.34,2.77,0.08,0.15,2.7,9.02,,8.6,3.11,1.22,,0.72,,,,,3.15,0.47,15,,41.5,288,,63,17,2.2,,,,1.6,126,0.56,0.4,35.5,,105,,,,,290,31.5,80,89,,,,,,-24.98,70.012,-3512,SPREADING_CENTER;CENTRAL INDIAN RIDGE,AII0093-6-010,AII093,dredge,"basalt, basalt, ",fresh,"Loock,1992(640); Price,1986(31)",FPHOT(254); INAA(257); MS-ID(2111); TITR(256); XRF(253)
AII0093-6-011-007,glass,51.12,1.58,14.49,,,9.27,,0.13,7.44,10.83,2.97,0.09,,,,,,,,,,,,,,,,15.2,,,,0.015,,,,900,,,,,,1.27,,,124,,,,,,,,,0.70319,,,,,-24.675,70.045,-3445,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,AII0093-6-011,AII093,dredge,"basalt, basalt, ",fresh,"Price,1986(31)",EMP(251); MS(259); MS-ID(258)
AII0093-6-011-007,whole rock,50.66,1.46,15.6,7.29,2.04,,,0.17,7.89,11.06,3.08,0.1,0.17,3.66,11.3,,10.8,3.43,1.36,,0.91,,,,,3.37,0.47,25,,42.6,281,,59,17,2,,,,2.4,107,0.889,1.5,35,,132,,,,,284,33.5,80,107,,,,,,-24.675,70.045,-3445,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,AII0093-6-011,AII093,dredge,"basalt, basalt, ",fresh,"Loock,1992(640); Price,1986(31)",FPHOT(254); INAA(257); MS-ID(2111); TITR(256); XRF(253)
AII0093-6-011-016,glass,51.43,1.5,14.83,,,9.25,,0.19,7.66,11.09,3.09,0.14,,,,,,,,,,,,,,,,15.6,,,,,,,,925,,,,,,1.3,,,125,,,,,,,,,0.70322,0.51306,17.884,15.563,37.838,-24.675,70.045,-3445,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,AII0093-6-011,AII093,dredge,"basalt, basalt, ",fresh,"Price,1986(31)",EMP(251); MS(259); MS-ID(258)
AII0093-6-011-016,whole rock,50.82,1.42,15.77,7.24,1.92,,,0.17,7.82,11.21,3.06,0.1,0.17,6.3,11.2,,10.3,3.4,1.3,,0.86,,,,,3.27,0.49,17,,39,285,,57,16,2.3,,,,2.4,105,0.738,1,34.2,,135,,,,,279,33.7,79,104,,,,,,-24.675,70.045,-3445,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,AII0093-6-011,AII093,dredge,"basalt, basalt, ",fresh,"Loock,1992(640); Price,1986(31)",FPHOT(254); INAA(257); MS-ID(2111); TITR(256); XRF(253)
AII0093-6-013-001,glass,51.36,1.14,15.05,,,8.14,,0.16,8.13,11.8,2.85,0.09,,,,,,,,,,,,,,,,14,,,,0.017,,,,765,,,,,,1.07,,,133,,,,,,,,,0.70317,0.51309,17.661,15.528,37.697,-25.78,70.183,-3521,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,AII0093-6-014,AII093,dredge,"basalt, basalt, ",fresh,"Price,1986(31)",EMP(251); MS(259); MS-ID(258)
AII0093-6-013-003,glass,51.29,1.05,15.55,,,8.18,,0.15,8.36,11.92,3,0.12,,,,,,,,,,,,,,,,13.6,,,,0.022,,,,762,,,,,,1.07,,,135,,,,,,,,,0.70329,,,,,-25.78,70.183,-3521,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,AII0093-6-014,AII093,dredge,"basalt, basalt, ",fresh,"Price,1986(31)",EMP(251); MS(259); MS-ID(258)
