sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
HAK9303-006-A1,glass,49.9,1.19,16.5,,,8.75,9.2,0.15,8.01,11.6,3.06,0.05,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.802,70.2202,-3604,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,HAK9303-006,KH93-03,dredge,"basalt, basalt, moderately plag-phyric",fresh,"Fujii,1995(1094); Nishio,1999(861)",EMP(3313); XRF(3126)
VEM0033-1-001-002,glass,49,2.02,15.43,9.03,10.77,9.72,10.77,0.18,8.69,10.39,2.95,0.3,0.29,8.15,22.7,,16.01,4.64,1.71,5.69,,6.42,,3.77,,3.63,0.631,24.6,,,310,,53,,4.15,,5.9,,,157,,2.62,35.8,,233,,,,,291,39,,198,0.70264,0.513123,18.805,15.499,38.262,-50.408,131.05,-3091,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-001,VM33,dredge,"basalt, basalt, <1% pc; <2% vesicles; rare plag laths and subhedral ol; devitrifies glass(ref-149);glassy(ref-218);",fresh,"Christie,1986(261); Klein,1988(218); Klein,1991(149); Ryan,1987(395); Salters,1996(45); Wallace,1992(264)",DCP(1786); DCP(3157); DCP(673); DCP(674); EMP(1788); MS(244); MS(3211); MS-ID(245); MS-ID(3212); SP-PH(1789)
VEM0033-1-001-002,whole rock,48.52,1.98,15.37,,10.88,,,0.174,8.56,10.3,3.07,0.348,0.293,,,,,,,,,,,,,,,23.9,,,291,,57.4,,,,,,,166,,,35.3,,235,,,,,286,38.6,,193,,,,,,-50.408,131.05,-3091,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-001,VM33,dredge,"basalt, basalt, <1% pc; <2% vesicles; rare plag laths and subhedral ol; devitrifies glass(ref-149);glassy(ref-218);",fresh,"Klein,1991(149)",DCP(673)
VEM0033-2-007-007,glass,49.93,1,17.18,6.79,8.07,7.37,8.07,0.14,9.11,11.23,2.99,0.13,0.12,3.5,9.91,,7.66,2.54,1.06,3.62,,4.15,,2.75,,2.31,0.358,16.3,,,316,,61,,,,5.05,,,155,,1.28,28.2,,148,,,,,183,24.4,,82,0.703,0.513007,18.008,15.462,37.794,-49.033,124,-3989,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-007,VM33,dredge,"basalt, basalt, 15% pc; <5% vesicles; <2mm plag laths, some embayed and zoned; <2mm ol(ref-149);glassy(ref-218);",fresh,"Christie,1986(261); Klein,1988(218); Klein,1991(149); Ryan,1987(395); Wallace,1992(264)",DCP(1786); DCP(3157); DCP(673); DCP(674); EMP(1788); MS(244); MS-ID(245); SP-PH(1789)
VEM0033-2-007-007,whole rock,49.5,0.96,17.6,,7.8,,,0.133,9.24,11.24,2.93,0.194,0.106,,,,,,,,,,,,,,,15.3,,,279,,51.2,,,,,,,163,,,26.9,,156,,,,,174,23.2,,77.6,,,,,,-49.033,124,-3989,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-007,VM33,dredge,"basalt, basalt, 15% pc; <5% vesicles; <2mm plag laths, some embayed and zoned; <2mm ol(ref-149);glassy(ref-218);",fresh,"Klein,1991(149)",DCP(673)
VEM0033-1-004-001,glass,49.69,1.55,14.57,,11.23,10.46,,0.12,8.05,12.1,2.64,0.07,0.13,3,10.37,,9.44,3.39,1.33,4.8,,5.45,,3.57,,3.24,0.513,3.7,,,271,,72,,,,,,,76,,0.32,41.2,,107,,,,,315,34.4,,104,0.70253,0.513139,18.812,15.503,38.166,-50.215,137.555,-2549,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-004,VM33,dredge,"basalt, basalt, <1% pc; <5% vesicles; rare <5mm plag laths; devitrifies glass(ref-149);glassy with plag-xc(ref-539);",fresh,"Klein,1988(218); Klein,1991(149); Melson,(1086)",DCP(673); DCP(674); EMP(3262); MS(244); MS-ID(245)
VEM0033-1-004-001,whole rock,49.45,1.53,14.36,,11.24,11.47,,0.187,8.06,11.96,2.66,0.059,0.126,,,,,,,,,,,,,,,3.13,,,262,,78.4,,,,,,,78.4,,,41.7,,111,,,,,303,33.8,,101,0.70297,,,,,-50.215,137.555,-2549,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-004,VM33,dredge,"basalt, basalt, <1% pc; <5% vesicles; rare <5mm plag laths; devitrifies glass(ref-149);glassy with plag-xc(ref-539);",fresh,"Anderson,1980(539); Klein,1991(149)",DCP(673); MS(3166); NN(3165)
VEM0033-1-005-005,glass,51.1,1.33,15.95,7.74,,8.64,9.43,,7.95,11.96,2.83,0.08,0.15,,,,8.58,3,,,,,,,,,0.398,,,,,,,,2.18,,5.5,,,,,0.52,,,131,,,,,,,,,0.70255,0.513118,18.572,15.482,38.097,-48.738,127.8,-4099,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-005,VM33,dredge,"basalt, basalt, 10% pc; <5% vesicles; <2mm plag laths and <3mm zoned plag; 1mm ol(ref-149);glassy(ref-218);plag-ol-phyric(ref-539)",fresh,"Christie,1986(261); Klein,1988(218); Melson,(1086); Ryan,1987(395); Salters,1996(45); Wallace,1992(264)",DCP(1786); DCP(3157); EMP(1788); EMP(3262); MS(244); MS(3211); MS-ID(245); MS-ID(3212); SP-PH(1789)
VEM0033-1-005-005,whole rock,49.85,1.21,16.17,,8.98,8.42,,0.15,8.6,11.66,2.86,0.085,0.113,2.24,8.34,,8.14,2.72,1.07,3.73,,4.42,,2.64,,2.55,0.3801,6.02,,,370,,68.2,,,,,,,135,,,33.6,,135,,,,,237,27.2,,86.6,,,,,,-48.738,127.8,-4099,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-005,VM33,dredge,"basalt, basalt, 10% pc; <5% vesicles; <2mm plag laths and <3mm zoned plag; 1mm ol(ref-149);glassy(ref-218);plag-ol-phyric(ref-539)",fresh,"Anderson,1980(539); Klein,1991(149)",DCP(673); DCP(674); NN(3165)
VEM0033-1-006-001,glass,50.96,2.08,13.79,,,11.87,,,6.59,11.01,2.77,0.15,0.23,,,,13.99,4.8,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,115,,,,,,,,,0.70259,0.513102,18.617,15.48,38.095,-50.3,130.417,-3106,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-006,VM33,dredge,"basalt, basalt, <1% pc; rare plag laths(ref-149);glassy(ref-218);plag-phyric(ref-539)",fresh,"Klein,1988(218); Melson,(1086)",EMP(3262); MS(244); MS-ID(245)
VEM0033-1-006-001,whole rock,50.5,2.03,13.64,,12.34,11.51,,0.203,6.63,10.76,2.9,0.227,0.204,5.04,15.44,,14.07,4.7,1.66,6.38,,7.47,,4.66,,4.73,0.689,8.23,,,109,,56.6,,,,,,,50.6,,,41.2,,116,,,,,371,45.8,,153,0.70415,,,,,-50.3,130.417,-3106,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-1-006,VM33,dredge,"basalt, basalt, <1% pc; rare plag laths(ref-149);glassy(ref-218);plag-phyric(ref-539)",fresh,"Anderson,1980(539); Klein,1991(149)",DCP(673); DCP(674); MS(3166); NN(3165)
VEM0033-2-007-003,glass,51.22,1.58,16.21,7.6,9.14,8.61,9.14,0.16,7.33,10.06,3.72,0.3,0.23,7.05,19.85,,14.48,4.29,1.49,5.31,,5.88,,3.63,,3.46,0.534,38.3,,,288,,53,,3.59,,6.85,,,96,,3.92,30,,179,,,,,232,34.3,,152,0.7029,0.513037,18.057,15.439,37.858,-49.033,124,-3989,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-007,VM33,dredge,"basalt, basalt, 15% pc; <5% vesicles; <2mm plag laths, some embayed and zoned; <2mm ol(ref-149);glassy(ref-218);plag-ol-phyric(ref-539)",fresh,"Christie,1986(261); Klein,1988(218); Klein,1991(149); Ryan,1987(395); Salters,1996(45); Wallace,1992(264)",DCP(1786); DCP(3157); DCP(673); DCP(674); EMP(1788); MS(244); MS(3211); MS-ID(245); MS-ID(3212); SP-PH(1789)
VEM0033-2-007-003,whole rock,51.5,1.52,17.2,,8.07,8.35,,0.14,6.59,10.54,3.67,0.4,0.22,,,,,,,,,,,,,,,33.5,,,323,,52.7,,,,,,,107,,,29.5,,193,,,,,224,33.9,,148,,,,,,-49.033,124,-3989,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-007,VM33,dredge,"basalt, basalt, 15% pc; <5% vesicles; <2mm plag laths, some embayed and zoned; <2mm ol(ref-149);glassy(ref-218);plag-ol-phyric(ref-539)",fresh,"Anderson,1980(539); Klein,1991(149)",DCP(673); NN(3165)
VEM0033-2-008-002,whole rock,51.46,1.26,16.79,,7.49,8.17,,0.13,7.37,11.39,3.28,0.383,0.176,,,,,,,,,,,,,,,60.5,,,301,,66.8,,,,,,,143,,,33.3,,191,,,,,227,26.7,,103,0.70612,,,,,-49.467,121.033,-3532,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-008,VM33,dredge,"basalt, basalt, 5% pc; <5% vesicles; <2mm often zoned, embayed plaglaths; small ol with inclusions(ref-149);plag-ol-phyric(ref-539);",fresh,"Anderson,1980(539); Klein,1991(149)",DCP(673); MS(3166); NN(3165)
VEM0033-2-009-002,glass,50.1,1.27,15.53,,9.45,8.9,,0.16,8.23,11.46,2.78,0.12,0.13,3.44,10.53,,9.06,3.08,1.14,4.28,,4.89,,3.08,,2.83,0.432,13.8,,,321,,66,,,,,,,118,,1.19,36,,124,,,,,258,29.5,,92,0.70293,0.513036,18.248,15.489,38.003,-49.808,119.175,-3323,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-009,VM33,dredge,"basalt, basalt, 5% pc; <5% vesicles; <3mm plag, some zoned and embayed; sparse <2mm ol(ref-149);glassy(ref-218);plag-ol-phyric(ref-539)",fresh,"Klein,1988(218); Klein,1991(149); Melson,(1086)",DCP(673); DCP(674); EMP(3262); MS(244); MS-ID(245)
VEM0033-2-009-002,whole rock,49.67,1.35,16.19,,,8.19,,0.16,8.02,12.17,2.8,0.2,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.808,119.175,-3323,SPREADING_CENTER;SOUTHEAST INDIAN RIDGE,VEM0033-2-009,VM33,dredge,"basalt, basalt, 5% pc; <5% vesicles; <3mm plag, some zoned and embayed; sparse <2mm ol(ref-149);glassy(ref-218);plag-ol-phyric(ref-539)",fresh,"Anderson,1980(539)",NN(3165)

PETDB petdb.ldeo.columbia.edu

REFERENCES:,,,,,,,,,,,
REF_NUM(PETDB),authors,year,title,journal,vol.,issue,page from,page to,book title,book editors,publisher
25,"LE ROEX, A P; DICK, H J B; ERLANK, A J; REID, A M; FREY, F A; HART, S R",1983,"GEOCHEMISTRY, MINERALOGY AND PETROGENESIS OF LAVAS ERUPTED ALONG THE SOUTHWEST INDIAN RIDGE BETWEEN THE BOUVET TRIPLE JUNCTION AND 11 DEGREE E",J PETROL,24,,267,318,,,
26,"LE ROEX, A P; DICK, H J B; FISHER, R L",1989,PETROLOGY AND GEOCHEMISTRY OF MORB FROM 25 DEGREE E TO 46 DEGREE E ALONG THE  SOUTHWEST INDIAN RIDGE: EVIDENCE FOR CONTRASTING STYLES OF MANTLE ENRICHMENT,J PETROL,30,,947,986,,,
27,"LE ROEX, A P; DICK, H J B; REID, A M; ERLANK, A J",1982,FERROBASALT FROM THE SPIESS RIDGE SEGMENT OF THE SOUTHWEST INDIAN RIDGE,EARTH PLANET SCI LETT,60,,437,451,,,
28,"MAHONEY, J J; NATLAND, J H; WHITE, W M; POREDA, R J; BLOOMER, S H; FISHER, R L; BAXTER, A N",1989,ISOTOPIC AND GEOCHEMICAL PROVINCES OF THE WESTERN INDIAN OCEAN SPREADING CENTERS,J GEOPHYS RES,94,,4033,4052,,,
29,"MAHONEY, J J; LE ROEX, A P; PENG, Z; FISHER, R L; NATLAND, J H",1992,SOUTHWESTERN LIMITS OF INDIAN OCEAN RIDGE MANTLE AND THE ORIGIN OF LOW 206PB/204PB MID-OCEAN RIDGE BASALT: ISOTOPE SYSTEMATICS OF THE CENTRAL SOUTHWEST INDIAN RIDGE (17 DEGREE -50 DEGREE E),J GEOPHYS RES,97,,19771,19790,,,
31,"PRICE, R C; KENNEDY, A K; RIGGS-SNEERINGER, M; FREY, F A",1986,GEOCHEMISTRY OF BASALTS FROM THE INDIAN OCEAN TRIPLE JUNCTION: IMPLICATIONS FOR THE GENERATION AND EVOLUTION OF INDIAN OCEAN RIDGE BASALTS,EARTH PLANET SCI LETT,78,,379,396,,,
34,"SCHIANO, P; BIRCK, J L; ALLEGRE, CLAUDE J",1997,OSMIUM-STRONTIUM-NEODYMIUM-LEAD ISOTOPIC COVARIATIONS IN MID-OCEAN RIDGE BASALT GLASSES AND THE HETEROGENEITY OF THE UPPER MANTLE,EARTH PLANET SCI LETT,150,,363,379,,,
45,"SALTERS, V J M",1996,THE GENERATION OF MID-OCEAN RIDGE BASALTS FROM THE HF AND ND ISOTOPE PERSPECTIVE,EARTH PLANET SCI LETT,141,,109,123,,,
78,"COHEN, R S; O'NIONS, R K",1982,"THE LEAD, NEODYMIUM AND STRONTIUM ISOTOPIC STRCTURE OF OCEAN RIDGE BASALTS",J PETROL,23,,299,324
89,"HUMLER, ERIC; WHITECHURCH, H",1988,"PETROLOGY OF BASALTS FROM THE CENTRAL INDIAN RIDGE (LAT. 25 DEGREE 23S, LONG. 70 DEGREE 04E): ESTIMATES OF FREQUENCIES AND FRACTIONAL VOLUMES OF MAGMA INJECTIONS IN A TWO-LAYERED RESERVOIR",EARTH PLANET SCI LETT,88,,169,181
118,"SUN, S S; NESBITT, R W; SHARASKIN, A Y",1979,GEOCHEMICAL CHARACTERISTICS OF MID-OCEAN RIDGE BASALTS,EARTH PLANET SCI LETT,44,,119,138
148,"DOSSO, LAURE; BOUGAULT, HENRI; BEUZART, P; CALVEZ, J Y; JORON, J-L",1988,THE GEOCHEMICAL STRUCTURE OF THE SOUTH-EAST INDIAN RIDGE,EARTH PLANET SCI LETT,88,,47,59
149,"KLEIN, E M; LANGMUIR, C H; STAUDIGEL, H",1991,"GEOCHEMISTRY OF BASALTS FROM THE SOUTHEAST INDIAN RIDGE, 115 DEGREE E-138 DEGREE E",J GEOPHYS RES,96,,2089,2107
173,"COHEN, R S; EVENSEN, N M; HAMILTON, P J; O'NIONS, R K",1980,"U-PB, SM-ND AND RB-SR SYSTEMATICS OF MID-OCEAN RIDGE BASALT GLASSES",NATURE,283,,149,153
187,"ITO, E; WHITE, W M; GOEPEL, C",1987,"THE O, SR ND, AND PB ISOTOPE GEOCHEMISTRY OF MID-OCEAN RIDGE BASALTS",CHEM GEOL,62,,157,176
208,"NEWSOM, H E; WHITE, W M; JOCHUM, K P; HOFMANN, A W",1986,"SIDEROPHILE AND CHALCOPHILE ELEMENT ABUNDANCES IN OCEANIC BASALTS, PB ISOTOPE EVOLUTION AND GROWTH OF THE EARTHS CORE",EARTH PLANET SCI LETT,80,,299,313
218,"KLEIN, E M; LANGMUIR, C H; ZINDLER, A; STAUDIGEL, H; HAMELIN, B",1988,ISOTOPE EVIDENCE OF A MANTLE CONVECTION BOUNDARY AT THE AUSTRLIAN ANTARCTIC DISCORDANCE,NATURE,333,,623,629
254,"PYLE, D G; CHRISTIE, DAVID M; MAHONEY, J J",1992,resolving an isotopic boundary within the australian-antarctic discordance,EARTH PLANET SCI LETT,112,,161,178
261,"CHRISTIE, DAVID M; CARMICHAEL, IAN S E; LANGMUIR, C H",1986,oxidation states of mid-ocean-ridge basalt glasses,EARTH PLANET SCI LETT,79,,397,411
264,"WALLACE, P; CARMICHAEL, IAN S E",1992,SULFUR IN BASALTIC MAGMAS,GEOCHIM COSMOCHIM ACTA,56,,1863,1874
278,"HEDGE, C E; FUTA, K; ENGEL, C G; FISHER, R L",1979,"THE RARE EARTH ABUNDANCES AND RB-SR SYSTEMATICS OF BASALTS, GABBRO, ANORTHOSITE AND MINOR GRANITE ROCKS FROM THE INDIAN OCEAN RIDGE SYSTEM, WESTERN INDIAN OCEAN",CONTR MIN PETROL,68,,373,376
284,"ENGEL, C G; FISHER, R L",1975,"GRANITIC TO ULTRAMAFIC ROCK COMPLEXES OF THE INDIAN OCEAN RIDGE SYSTEM, WESTERN INDIAN OCEAN",GEOL SOC AMER BULL,96,,1553,1578
327,"HAMELIN, B; ALLEGRE, CLAUDE J",1985,LARGE-SCALE REGIONAL UNITS IN THE DEPLETED UPPER MANTLE REVEALED BY AN ISOTOPE STUDY OF THE SOUTH-WEST INDIAN RIDGE,NATURE,315,,196,199
395,"RYAN, J G; LANGMUIR, C H",1987,THE SYSTEMATICS OF LITHIUM ABUNDANCES IN YOUNG VOLCANIC ROCKS,GEOCHIM COSMOCHIM ACTA,51,,1727,1741
409,"MICHAEL, P J",1995,REGIONALLY DISTINCTIVE SOURCES OF DEPLETED MORB: EVIDENCE FROM TRACE ELEMENTS AND H2O,EARTH PLANET SCI LETT,131,,301,320
440,"MICHARD, A; MONTIGNY, R; SCHLICH, R",1986,GEOCHEMISTRY OF THE MANTLE BENEATH THE RODRIGUEZ TRIPLE JUNCTION AND THE SOUTH-EAST INDIAN RIDGE,EARTH PLANET SCI LETT,78,,104,111
463,"PYLE, D G; CHRISTIE, DAVID M; MAHONEY, J J; DUNCAN, R A",1995,GEOCHEMISTRY AND GEOCHRONOLOGY OF ANCIENT SOUTHEAST PACIFIC SEAFLOOR,J GEOPHYS RES,100,,22261,22282
477,"WHITE, W M",1993,238U/204PB IN MORB AND OPEN SYSTEM EVOLUTION OF THE DEPLETED MANTLE,EARTH PLANET SCI LETT,115,,211,226
535,"ENGEL, C G; FISHER, R L; ENGEL, A E J",1965,IGNEOUS ROCKS OF THE INDIAN OCEAN FLOOR,SCIENCE,150,,605,610
539,"ANDERSON, ROGER N; SPARIOUS, J; WEISSEL, J K; HAYES, D E",1980,THE INTERRELATION BETWEEN VARIATIONS IN MAGNETIC ANOMALY AMPLITUDES AND BASALTIC MAGNETIZATION AND CHEMISTRY ALONG THE SOUTHEAST INDIAN RIDGE,J GEOPHYS RES,85,,3883,3898
545,"KURZ, M D; LE ROEX, A P; DICK, H J B",1998,ISOTOPE GEOCHEMISTRY OF THE OCEANIC MANTLE NEAR THE BOUVET TRIPLE JUNCTION,GEOCHIM COSMOCHIM ACTA,62,,841,852
599,"PYLE, D G",1994,GEOCHEMISTRY OF MID-OCEAN RIDGE BASALT WITHIN AND SURROUNDING THE AUSTRALIAN-ANTARCTIC DISCORDANCE,PHD OSU,,,,
630,"LE ROEX, A P; DICK, H J B; WATKINS, R T",1992,PETROGENESIS OF ANOMALOUS K-ENRICHED MORB FROM THE SOUTHWEST INDIAN RIDGE: 11 DEGREE 53'E TO 14 DEGREE 38'E,CONTR MIN PETROL,110,,253,268
640,"LOOCK, G",1992,CHARACTER AND DISTRIBUTION OF THE INDIAN OCEAN DOMAIN: A STUDY OF THE MANTLE SOURCE COMPOSITIONS OF LAU BASIN VOLCANICS (SW PACIFIC) AND THE INDIAN OCEAN MID-OCEAN RIDGE BASALTS,THESIS UNIV KOELN,,,,
746,"CARLSON, R W",1980,CRUST-MANTLE DIFFERENTIATION ON THE EARTH AND MOON: EVIDENCE FROM ISOTOPIC STUDIES FOR CONTRASTING MECHANISMS AND DURATION,PHD UC SAN DIEGO,,,,
778,"ENGEL, C G; FISHER, R L",1969,"LHERZOLITE, ANORTHOSITE, GABBRO, AND BASALT DREDGED FROM THE MID-INDIAN OCEAN RIDGE",SCIENCE,166,,1136,1141
808,"MICHAEL, P J; CORNELL, W C",1998,INFLUENCE OF SPREADING RATE AND MAGMA SUPPLY ON CRYSTALLIZATION AND ASSIMILATION BENEATH MID-OCEAN RIDGES: EVIDENCE FROM CHLORINE AND MAJOR ELEMENT CHEMISTRY OF MID-OCEAN RIDGE BASALTS,J GEOPHYS RES,103,,18325,18356
861,"NISHIO, Y; ISHII, T; GAMO, T; SANO, Y",1999,VOLATILE ELEMENT ISOTOPIC SYSTEMATICS OF THE RODRIGUEZ TRIPLE JUNCTION INDIAN OCEAN MORB: IMPLICATIONS FOR MANTLE HETEROGENEITY,EARTH PLANET SCI LETT,170,,241,253
1001,"DANYUSHEVSKY, L V; EGGINS, S M; FALLOON, T J; CHRISTIE, DAVID M",2000,"H2O ABUNDANCE IN DEPLETED TO MODERATELY ENRICHED MID-OCEAN RIDGE MAGMAS; PART I: INCOMPATIBLE BEHAVIOUR, IMPLICATIONS FOR MANTLE STORAGE, AND ORIGIN OF REGIONAL VARIATIONS",J PETROL,41,,1329,1364
1041,"YI, W; HALLIDAY, A N; ALT, J C; LEE, D C; REHKAEMPER, M; GARCIA, M O; SU, Y",2000,"CADMIUM, INDIUM, TIN, TELLURIUM, AND SULFUR IN OCEANIC BASALTS: IMPLICATIONS FOR CHALCOPHILE ELEMENT FRACTIONATION IN THE EARTH",J GEOPHYS RES,105,B8,18927,18948
1056,"DAVID, K; SCHIANO, P; ALLEGRE, CLAUDE J",2000,ASSESSMENT OF THE ZR/HF FRACTIONATION IN OCEANIC BASALTS AND CONTINENTAL MATERIALS DURING PETROGENETIC PROCESSES,EARTH PLANET SCI LETT,178,,285,301,,,
1086,"MELSON, W G; O'HEARN, T",,SMITHSONIAN VOLCANIC GLASS FILE,,,,,,,,
1094,"FUJII, T; YAMASHITA, T I; ISHII, T; TAINOSHO, Y; LANGMUIR, C H; NAKADA, S; MATSUMOTO, S; HARADA, Y; TAKAHASHI, N; HIROSE, K",1995,PETROLOGICAL SAMPLING AT THE RODRIGUEZ TRIPLE JUNCTION IN THE INDIAN OCEAN,,,,68,87,KH93-3 CRUISE REPORT,,"OCEAN RESEARCH INSTITUTE, UNIVERSITY OF TOKYO"

